#Cu 100 Test 3_34.dat																														
#5/5/2022 3:56:08 PM																														
#Preliminary IPES Scan																														
#Sweep En																														
"#Measure rgm, lgm, 6487"																														
#Timestamp (sec)	X (mm)	Y (mm)	Z (mm)	Theta (deg)	EG Grid (V)	EG Energy (eV)	EG Extraction (V)	EG Focus 1 (V)	EG Focus 2 (V)	EG Filament (V)	EG X1 Alignment (V)	EG X2 Alignment (V)	EG Y1 Alignment (V)	EG Y2 Alignment (V)	6485 Samples	6487 Samples	6487 Voltage (V)	GM2 Dwell Time (s)	GM2 SCA Lower Limit (V)	GM2 SCA Upper Limit (V)	GM1 Dwell Time (s)	GM1 SCA Lower Limit (V)	GM1 SCA Upper Limit (V)	Voltage Supply A (V)	Voltage Supply B (V)	Dummy	GM2 Counts	GM1 Counts	Keithley6485 Current (A)	Keithley6487 Current (A)
3734627349	-0.0005	0.0005	198.99	0	-15	14.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	56	50	7.89E-14	-7.01E-06
3734627364	-0.0005	0.0005	198.99	0	-15	14.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	48	55	7.89E-14	-7.03E-06
3734627376	-0.0005	0.0005	198.99	0	-15	14.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	44	43	7.89E-14	-7.03E-06
3734627389	-0.0005	0.0005	198.99	0	-15	14.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	50	47	7.89E-14	-7.04E-06
3734627402	-0.0005	0.0005	198.99	0	-15	14.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	46	53	7.89E-14	-7.04E-06
3734627416	-0.0005	0.0005	198.99	0	-15	15	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	52	66	7.89E-14	-7.05E-06
3734627430	-0.0005	0.0005	198.99	0	-15	15.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	52	51	7.89E-14	-7.05E-06
3734627444	-0.0005	0.0005	198.99	0	-15	15.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	44	71	7.89E-14	-7.06E-06
3734627459	-0.0005	0.0005	198.99	0	-15	15.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	54	75	7.89E-14	-7.06E-06
3734627474	-0.0005	0.0005	198.99	0	-15	15.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	67	87	7.89E-14	-7.06E-06
3734627487	-0.0005	0.0005	198.99	0	-15	15.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	73	90	7.89E-14	-7.07E-06
3734627500	-0.0005	0.0005	198.99	0	-15	15.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	81	101	7.89E-14	-7.08E-06
3734627513	-0.0005	0.0005	198.99	0	-15	15.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	72	104	7.89E-14	-7.08E-06
3734627527	-0.0005	0.0005	198.99	0	-15	15.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	84	78	7.89E-14	-7.08E-06
3734627542	-0.0005	0.0005	198.99	0	-15	15.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	81	85	7.89E-14	-7.09E-06
3734627556	-0.0005	0.0005	198.99	0	-15	16	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	76	85	7.89E-14	-7.09E-06
3734627569	-0.0005	0.0005	198.99	0	-15	16.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	92	70	7.89E-14	-7.10E-06
3734627582	-0.0005	0.0005	198.99	0	-15	16.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	93	91	7.89E-14	-7.10E-06
3734627595	-0.0005	0.0005	198.99	0	-15	16.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	71	83	7.89E-14	-7.11E-06
3734627609	-0.0005	0.0005	198.99	0	-15	16.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	87	85	7.89E-14	-7.11E-06
3734627622	-0.0005	0.0005	198.99	0	-15	16.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	96	91	7.89E-14	-7.11E-06
3734627635	-0.0005	0.0005	198.99	0	-15	16.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	86	94	7.89E-14	-7.11E-06
3734627648	-0.0005	0.0005	198.99	0	-15	16.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	83	96	7.89E-14	-7.12E-06
3734627662	-0.0005	0.0005	198.99	0	-15	16.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	100	99	7.89E-14	-7.13E-06
3734627682	-0.0005	0.0005	198.99	0	-15	16.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	77	91	-4.42E-12	-7.13E-06
3734627696	-0.0005	0.0005	198.99	0	-15	17	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	85	90	-4.42E-12	-7.13E-06
3734627708	-0.0005	0.0005	198.99	0	-15	17.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	111	97	-4.42E-12	-7.13E-06
3734627721	-0.0005	0.0005	198.99	0	-15	17.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	94	100	-4.42E-12	-7.14E-06
3734627735	-0.0005	0.0005	198.99	0	-15	17.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	112	101	-4.42E-12	-7.14E-06
3734627748	-0.0005	0.0005	198.99	0	-15	17.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	91	104	-4.42E-12	-7.14E-06
3734627761	-0.0005	0.0005	198.99	0	-15	17.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	90	88	-4.42E-12	-7.15E-06
3734627776	-0.0005	0.0005	198.99	0	-15	17.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	106	88	-4.42E-12	-7.15E-06
3734627790	-0.0005	0.0005	198.99	0	-15	17.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	104	101	-4.42E-12	-7.16E-06
3734627804	-0.0005	0.0005	198.99	0	-15	17.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	105	88	-4.42E-12	-7.16E-06
3734627817	-0.0005	0.0005	198.99	0	-15	17.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	110	91	-4.42E-12	-7.15E-06
3734627832	-0.0005	0.0005	198.99	0	-15	18	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	110	102	-4.42E-12	-7.16E-06
3734627846	-0.0005	0.0005	198.99	0	-15	18.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	102	105	-4.42E-12	-7.17E-06
3734627859	-0.0005	0.0005	198.99	0	-15	18.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	119	95	-4.42E-12	-7.17E-06
3734627872	-0.0005	0.0005	198.99	0	-15	18.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	117	108	-4.42E-12	-7.17E-06
3734627885	-0.0005	0.0005	198.99	0	-15	18.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	107	105	-4.42E-12	-7.18E-06
3734627900	-0.0005	0.0005	198.99	0	-15	18.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	101	104	-4.42E-12	-7.18E-06
3734627914	-0.0005	0.0005	198.99	0	-15	18.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	107	114	-4.42E-12	-7.19E-06
3734627928	-0.0005	0.0005	198.99	0	-15	18.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	122	102	-4.42E-12	-7.19E-06
3734627941	-0.0005	0.0005	198.99	0	-15	18.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	96	100	-4.42E-12	-7.19E-06
3734627956	-0.0005	0.0005	198.99	0	-15	18.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	140	134	-4.42E-12	-7.19E-06
3734627971	-0.0005	0.0005	198.99	0	-15	19	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	123	117	-4.42E-12	-7.20E-06
3734627985	-0.0005	0.0005	198.99	0	-15	19.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	113	124	-4.42E-12	-7.20E-06
3734627999	-0.0005	0.0005	198.99	0	-15	19.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	118	118	-4.42E-12	-7.21E-06
3734628014	-0.0005	0.0005	198.99	0	-15	19.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	115	126	-4.42E-12	-7.20E-06
3734628027	-0.0005	0.0005	198.99	0	-15	19.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	111	113	-4.42E-12	-7.20E-06
3734628042	-0.0005	0.0005	198.99	0	-15	19.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	113	103	-4.42E-12	-7.21E-06
3734628055	-0.0005	0.0005	198.99	0	-15	19.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	131	111	-4.42E-12	-7.21E-06
3734628070	-0.0005	0.0005	198.99	0	-15	19.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	118	133	-4.42E-12	-7.22E-06
3734628084	-0.0005	0.0005	198.99	0	-15	19.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	120	146	-4.42E-12	-7.22E-06
3734628098	-0.0005	0.0005	198.99	0	-15	19.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	122	143	-4.42E-12	-7.22E-06
3734628111	-0.0005	0.0005	198.99	0	-15	20	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	126	131	-4.42E-12	-7.23E-06
