Starting Time: 4/23/2012 11:10 AM	 	 	 	 	 	 
Seconds	Thermocouple 1	Thermocouple 2	Thermocouple 3	Thermocouple 4	MainPres	PrepPres
29.803705	NaN	NaN	NaN	NaN	1.543846E-10	4.521713E-10
29.930712	NaN	NaN	NaN	NaN	1.559828E-10	4.496108E-10
29.996716	NaN	NaN	NaN	NaN	1.559828E-10	4.496108E-10
30.175726	NaN	NaN	NaN	NaN	1.559828E-10	4.496108E-10
30.240730	NaN	NaN	NaN	NaN	1.559828E-10	4.496108E-10
30.306734	NaN	NaN	NaN	NaN	1.559828E-10	4.496108E-10
30.448741	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.521746	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.611751	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.677755	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.742758	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.807762	NaN	NaN	NaN	NaN	1.562954E-10	4.442925E-10
30.936769	NaN	NaN	NaN	NaN	1.578794E-10	4.521925E-10
31.018774	NaN	NaN	NaN	NaN	1.578794E-10	4.521925E-10
31.139781	NaN	NaN	NaN	NaN	1.578794E-10	4.521925E-10
31.220786	NaN	NaN	NaN	NaN	1.578794E-10	4.521925E-10
31.296790	NaN	NaN	NaN	NaN	1.578794E-10	4.521925E-10
31.386796	NaN	NaN	NaN	NaN	1.607137E-10	4.516705E-10
31.468800	NaN	NaN	NaN	NaN	1.607137E-10	4.516705E-10
31.541804	NaN	NaN	NaN	NaN	1.607137E-10	4.516705E-10
31.695813	NaN	NaN	NaN	NaN	1.607137E-10	4.516705E-10
31.761817	NaN	NaN	NaN	NaN	1.607137E-10	4.516705E-10
31.866823	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
31.960828	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
32.043833	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
32.145839	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
32.220843	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
32.286847	NaN	NaN	NaN	NaN	1.577729E-10	4.423387E-10
32.386853	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.468857	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.541862	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.614865	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.680869	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.745873	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.811877	NaN	NaN	NaN	NaN	1.577729E-10	4.486163E-10
32.901882	NaN	NaN	NaN	NaN	1.612180E-10	4.486163E-10
32.983887	NaN	NaN	NaN	NaN	1.612180E-10	4.486163E-10
33.122895	NaN	NaN	NaN	NaN	1.612180E-10	4.486163E-10
33.196899	NaN	NaN	NaN	NaN	1.612180E-10	4.486163E-10
33.278903	NaN	NaN	NaN	NaN	1.612180E-10	4.486163E-10
33.385910	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.466914	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.543919	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.646924	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.711928	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.789933	NaN	NaN	NaN	NaN	1.571762E-10	4.541604E-10
33.891939	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
33.961943	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
