#BeamwidthEn15Ext100Fil4.60G-13F1100F2100_10.dat
#3/9/2022 1:55:10 PM
#X (mm)
#From -21 To 1 By 0.2
#Measure 6485c
#110 points
#Timestamp (sec)	X (mm)	Y (mm)	Z (mm)	Theta (deg)	EG Grid (V)	EG Energy (eV)	EG Extraction (V)	EG Focus 1 (V)	EG Focus 2 (V)	EG Filament (V)	EG X1 Alignment (V)	EG X2 Alignment (V)	EG Y1 Alignment (V)	EG Y2 Alignment (V)	6485 Samples	6487 Samples	6487 Voltage (V)	GM2 Dwell Time (s)	GM2 SCA Lower Limit (V)	GM2 SCA Upper Limit (V)	GM1 Dwell Time (s)	GM1 SCA Lower Limit (V)	GM1 SCA Upper Limit (V)	Voltage Supply A (V)	Voltage Supply B (V)	Dummy	GM2 Counts	GM1 Counts	Keithley6485 Current (A)	Keithley6487 Current (A)
#time	xpos	ypos	zpos	theta	grid	en	ext	f1	f2	fil	x1	x2	y1	y2	6485s	6487s	6487v	gm2dw	gm2ll	gm2ul	gm1dw	gm1ll	gm1ul	va	vb	dummy	gm2	gm1	6485c	6487c
3729696921.522373	-21.000500	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.040554E-8	-2.867079E-5
3729696923.464454	-20.801000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.075761E-8	-2.867079E-5
3729696925.336952	-20.601000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.111958E-8	-2.867079E-5
3729696927.198192	-20.401000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.150363E-8	-2.867079E-5
3729696929.061580	-20.201000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.193211E-8	-2.867079E-5
3729696930.918888	-20.001000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.242858E-8	-2.867079E-5
3729696932.776950	-19.801000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.504912E-8	-2.867079E-5
3729696935.415831	-19.601000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-2.920089E-8	-2.867079E-5
3729696937.285602	-19.401000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-6.077018E-8	-2.867079E-5
3729696939.145977	-19.201000	-0.000500	-1.000000	-4.020000	-13.400000	15.000000	100.000000	50.000000	-9.000000	4.580000	0.000000	0.000000	0.000000	0.000000	1	1	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.100828E-7	-2.867079E-5
